home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
Tigres UANL,Monterrey,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Monterrey,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Pachuca,U.N.A.M. - Pumas,False,True,0.0,0.0,0.0,0.0,0.0,0.0
Necaxa,Club Queretaro,True,False,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Cruz Azul,U.N.A.M. - Pumas,,,2.0,2.0,0.0,0.0,2.0,2.0
Pachuca,Necaxa,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Pachuca,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Club America,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0
Club America,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Monterrey,Cruz Azul,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Cruz Azul,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Cruz Azul,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Club America,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Queretaro,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0
Necaxa,Santos Laguna,False,True,0.0,3.0,0.0,2.0,0.0,3.0
FC Juarez,Toluca,False,True,1.0,3.0,1.0,1.0,1.0,3.0
Pachuca,Leon,True,False,4.0,0.0,0.0,0.0,4.0,0.0
Guadalajara Chivas,Atletico San Luis,False,True,1.0,2.0,0.0,1.0,1.0,2.0
U.N.A.M. - Pumas,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Tijuana,Tigres UANL,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Cruz Azul,Mazatlán,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Mazatlán,Pachuca,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Puebla,Guadalajara Chivas,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Monterrey,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Atlas,FC Juarez,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Toluca,Tigres UANL,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Leon,Club Tijuana,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Santos Laguna,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
Atletico San Luis,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Club Queretaro,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Mazatlán,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0
Necaxa,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Tijuana,Toluca,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Club America,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Tigres UANL,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
U.N.A.M. - Pumas,Atletico San Luis,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Guadalajara Chivas,FC Juarez,,,2.0,2.0,1.0,1.0,2.0,2.0
Pachuca,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atletico San Luis,Necaxa,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Puebla,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0
FC Juarez,Club Tijuana,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Mazatlán,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Monterrey,Pachuca,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Cruz Azul,Toluca,True,False,4.0,0.0,3.0,0.0,4.0,0.0
U.N.A.M. - Pumas,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Club Queretaro,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club Tijuana,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0
Necaxa,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Toluca,Mazatlán,,,2.0,2.0,2.0,2.0,2.0,2.0
Cruz Azul,Monterrey,,,1.0,1.0,0.0,0.0,1.0,1.0
Santos Laguna,Atlas,,,1.0,1.0,0.0,1.0,1.0,1.0
Guadalajara Chivas,Leon,False,True,0.0,3.0,0.0,1.0,0.0,3.0
FC Juarez,Club America,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Pachuca,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0
Mazatlán,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0
Leon,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Monterrey,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Queretaro,Pachuca,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Club America,Club Tijuana,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Puebla,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Atletico San Luis,,,2.0,2.0,1.0,1.0,2.0,2.0
Club Tijuana,Monterrey,,,2.0,2.0,1.0,2.0,2.0,2.0
Leon,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Toluca,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Guadalajara Chivas,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Santos Laguna,FC Juarez,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Cruz Azul,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0
Puebla,Atletico San Luis,,,2.0,2.0,0.0,1.0,2.0,2.0
Club Tijuana,Santos Laguna,True,False,2.0,1.0,1.0,0.0,2.0,1.0
FC Juarez,Cruz Azul,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Tigres UANL,Leon,,,2.0,2.0,1.0,2.0,2.0,2.0
Club America,Mazatlán,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Atlas,Monterrey,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club Queretaro,Necaxa,True,False,3.0,0.0,2.0,0.0,3.0,0.0
U.N.A.M. - Pumas,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Atletico San Luis,Club Tijuana,True,False,4.0,1.0,3.0,1.0,4.0,1.0
Necaxa,Atlas,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Mazatlán,U.N.A.M. - Pumas,,,2.0,2.0,1.0,0.0,2.0,2.0
Toluca,Club America,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Guadalajara Chivas,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Leon,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Cruz Azul,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0
Pachuca,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Puebla,Cruz Azul,,,1.0,1.0,1.0,1.0,1.0,1.0
FC Juarez,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Mazatlán,,,0.0,0.0,0.0,0.0,0.0,0.0
Tigres UANL,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Atletico San Luis,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Atlas,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Monterrey,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Atlas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Mazatlán,FC Juarez,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Necaxa,Club Tijuana,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Club Queretaro,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Tigres UANL,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Cruz Azul,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
U.N.A.M. - Pumas,Santos Laguna,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Puebla,Pachuca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
FC Juarez,Monterrey,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Guadalajara Chivas,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club America,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Toluca,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0
Leon,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Mazatlán,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Tijuana,Cruz Azul,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club Queretaro,Club Tijuana,,,1.0,1.0,0.0,1.0,1.0,1.0
Necaxa,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,Santos Laguna,,,1.0,1.0,0.0,0.0,1.0,1.0
Atletico San Luis,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Cruz Azul,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0
Monterrey,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Guadalajara Chivas,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
FC Juarez,Atletico San Luis,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Puebla,Mazatlán,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club America,Santos Laguna,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Atlas,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Queretaro,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Leon,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Tigres UANL,Pachuca,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Club Tijuana,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Mazatlán,Club Queretaro,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club America,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Guadalajara Chivas,Cruz Azul,,,1.0,1.0,0.0,1.0,1.0,1.0
U.N.A.M. - Pumas,Club Tijuana,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Puebla,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Toluca,,,2.0,2.0,1.0,0.0,2.0,2.0
Atletico San Luis,Atlas,False,True,2.0,6.0,0.0,4.0,2.0,6.0
Pachuca,FC Juarez,,,1.0,1.0,0.0,1.0,1.0,1.0
Atlas,Club Tijuana,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Necaxa,Mazatlán,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club Queretaro,Santos Laguna,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Pachuca,U.N.A.M. - Pumas,,,1.0,1.0,0.0,1.0,1.0,1.0
Tigres UANL,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Cruz Azul,Club America,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Club Queretaro,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Puebla,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Necaxa,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club America,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0
Tigres UANL,FC Juarez,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club Tijuana,Pachuca,True,False,3.0,2.0,1.0,1.0,3.0,2.0
U.N.A.M. - Pumas,Cruz Azul,True,False,4.0,3.0,1.0,3.0,4.0,3.0
Santos Laguna,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Atletico San Luis,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Toluca,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Puebla,Guadalajara Chivas,True,False,2.0,2.0,1.0,1.0,2.0,2.0
Cruz Azul,Monterrey,False,True,1.0,4.0,1.0,2.0,1.0,4.0
U.N.A.M. - Pumas,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,U.N.A.M. - Pumas,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Monterrey,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Puebla,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Leon,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,Tigres UANL,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Tigres UANL,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Tigres UANL,Leon,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Leon,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0
U.N.A.M. - Pumas,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atlas,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Atlas,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Atlas,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Pachuca,False,True,0.0,2.0,0.0,0.0,0.0,2.0
FC Juarez,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Puebla,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Monterrey,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Cruz Azul,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Toluca,True,False,5.0,0.0,1.0,0.0,5.0,0.0
Guadalajara Chivas,Mazatlán,True,False,3.0,0.0,3.0,0.0,3.0,0.0
Leon,Atlas,,,1.0,1.0,1.0,0.0,1.0,1.0
Club Queretaro,U.N.A.M. - Pumas,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Necaxa,Monterrey,False,True,0.0,4.0,0.0,3.0,0.0,4.0
Atlas,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Tigres UANL,Puebla,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Club Tijuana,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0
Toluca,Santos Laguna,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Pachuca,Guadalajara Chivas,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Mazatlán,Club America,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Atletico San Luis,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Mazatlán,Toluca,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Puebla,Club Tijuana,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Guadalajara Chivas,Club Queretaro,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Pachuca,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club America,Atlas,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Monterrey,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Tigres UANL,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Santos Laguna,Necaxa,False,True,1.0,4.0,1.0,1.0,1.0,4.0
Necaxa,Pachuca,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Club America,Atletico San Luis,False,True,2.0,3.0,0.0,1.0,2.0,3.0
FC Juarez,Guadalajara Chivas,False,True,1.0,3.0,1.0,1.0,1.0,3.0
Club Tijuana,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Queretaro,Puebla,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Atlas,Santos Laguna,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Tigres UANL,Mazatlán,True,False,4.0,3.0,2.0,0.0,4.0,3.0
Leon,Cruz Azul,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Toluca,Monterrey,,,2.0,2.0,1.0,2.0,2.0,2.0
Puebla,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0
Atletico San Luis,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Cruz Azul,Necaxa,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Santos Laguna,Club America,False,True,2.0,3.0,2.0,2.0,2.0,3.0
U.N.A.M. - Pumas,Leon,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Pachuca,Club Queretaro,,,2.0,2.0,2.0,1.0,2.0,2.0
Guadalajara Chivas,Tigres UANL,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Monterrey,FC Juarez,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Puebla,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
FC Juarez,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Atletico San Luis,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Club America,Pachuca,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Leon,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club Queretaro,Mazatlán,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Toluca,Cruz Azul,False,True,1.0,4.0,1.0,1.0,1.0,4.0
Pachuca,Mazatlán,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Club Queretaro,Toluca,,,1.0,1.0,1.0,0.0,1.0,1.0
Necaxa,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club Tijuana,Atlas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
FC Juarez,Tigres UANL,False,True,2.0,3.0,0.0,3.0,2.0,3.0
Monterrey,Atletico San Luis,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Guadalajara Chivas,Puebla,False,True,2.0,3.0,2.0,0.0,2.0,3.0
Cruz Azul,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Toluca,Club Tijuana,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Puebla,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0
Leon,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0
Mazatlán,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Atlas,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Cruz Azul,,,2.0,2.0,2.0,1.0,2.0,2.0
Atletico San Luis,Guadalajara Chivas,,,2.0,2.0,2.0,0.0,2.0,2.0
Santos Laguna,U.N.A.M. - Pumas,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Necaxa,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
FC Juarez,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Queretaro,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monterrey,Club America,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Cruz Azul,Puebla,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Guadalajara Chivas,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Tigres UANL,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Club Tijuana,Atletico San Luis,,,1.0,1.0,0.0,0.0,1.0,1.0
Santos Laguna,Club Tijuana,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Necaxa,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Leon,Tigres UANL,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Cruz Azul,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Toluca,Pachuca,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Atletico San Luis,Puebla,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club Queretaro,Atletico San Luis,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Puebla,Santos Laguna,,,2.0,2.0,0.0,0.0,2.0,2.0
Club Tijuana,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Leon,False,True,1.0,2.0,0.0,2.0,1.0,2.0
U.N.A.M. - Pumas,Necaxa,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Tigres UANL,Monterrey,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Pachuca,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club America,Toluca,True,False,3.0,0.0,3.0,0.0,3.0,0.0
Atlas,Guadalajara Chivas,,,1.0,1.0,0.0,0.0,1.0,1.0
Atletico San Luis,Mazatlán,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Guadalajara Chivas,Monterrey,False,True,1.0,3.0,1.0,1.0,1.0,3.0
FC Juarez,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Toluca,Puebla,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Leon,Club Queretaro,,,1.0,1.0,0.0,1.0,1.0,1.0
Tigres UANL,Club Tijuana,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Pachuca,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Atlas,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Puebla,U.N.A.M. - Pumas,,,2.0,2.0,2.0,1.0,2.0,2.0
Mazatlán,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0
Atletico San Luis,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,FC Juarez,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Club Queretaro,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Mazatlán,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Necaxa,Atletico San Luis,True,False,4.0,2.0,3.0,1.0,4.0,2.0
Club Tijuana,Club America,False,True,1.0,3.0,1.0,2.0,1.0,3.0
FC Juarez,Pachuca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Leon,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Toluca,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Cruz Azul,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
U.N.A.M. - Pumas,Monterrey,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Pachuca,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Tigres UANL,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Mazatlán,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Atletico San Luis,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club America,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
FC Juarez,Mazatlán,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Pachuca,Monterrey,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Guadalajara Chivas,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Toluca,Atlas,False,True,2.0,4.0,1.0,2.0,2.0,4.0
Cruz Azul,Atletico San Luis,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Tijuana,Club Queretaro,,,2.0,2.0,2.0,0.0,2.0,2.0
Necaxa,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Mazatlán,Puebla,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Club Queretaro,FC Juarez,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Atlas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club America,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Pachuca,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Atletico San Luis,Santos Laguna,False,True,1.0,3.0,0.0,0.0,1.0,3.0
Leon,Toluca,,,4.0,4.0,3.0,3.0,4.0,4.0
Cruz Azul,Necaxa,True,False,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,Atletico San Luis,False,True,2.0,2.0,1.0,0.0,2.0,2.0
Puebla,Mazatlán,True,False,2.0,2.0,2.0,1.0,2.0,2.0
Guadalajara Chivas,U.N.A.M. - Pumas,True,False,4.0,1.0,1.0,1.0,4.0,1.0
Atletico San Luis,Pachuca,,,2.0,2.0,1.0,1.0,2.0,2.0
Pachuca,Atletico San Luis,True,False,3.0,2.0,0.0,0.0,3.0,2.0
Puebla,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0
Club America,Puebla,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Tigres UANL,Cruz Azul,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Guadalajara Chivas,Atlas,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Atlas,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
Atlas,Tigres UANL,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Tigres UANL,Atlas,True,False,4.0,2.0,0.0,1.0,4.0,2.0
Club America,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0
Pachuca,Club America,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Atlas,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Pachuca,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Cruz Azul,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0
