home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
Guadalajara Chivas,Puebla,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Toluca,Club America,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Santos Laguna,Club Queretaro,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Puebla,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Monarcas,Club Tijuana,False,True,1.0,4.0,1.0,1.0,1.0,4.0
Pachuca,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monterrey,Necaxa,,,2.0,2.0,2.0,1.0,2.0,2.0
Guadalajara Chivas,Leon,True,False,2.0,1.0,0.0,0.0,2.0,1.0
U.N.A.M. - Pumas,Toluca,,,2.0,2.0,1.0,0.0,2.0,2.0
Lobos Buap,Cruz Azul,False,True,1.0,4.0,1.0,2.0,1.0,4.0
Club Queretaro,Veracruz,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Veracruz,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Cruz Azul,Monarcas,,,1.0,1.0,0.0,1.0,1.0,1.0
Leon,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club Tijuana,Puebla,True,False,4.0,0.0,0.0,0.0,4.0,0.0
Toluca,Lobos Buap,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Atlas,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,U.N.A.M. - Pumas,True,False,5.0,2.0,3.0,1.0,5.0,2.0
Veracruz,U.N.A.M. - Pumas,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Atlas,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Puebla,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Pachuca,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Toluca,Monarcas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Lobos Buap,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Necaxa,Club America,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Monarcas,Santos Laguna,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Puebla,Toluca,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Club Queretaro,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Atlas,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Guadalajara Chivas,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
U.N.A.M. - Pumas,Necaxa,True,False,5.0,3.0,1.0,1.0,5.0,3.0
Lobos Buap,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Monterrey,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Veracruz,Monarcas,,,2.0,2.0,1.0,1.0,2.0,2.0
Atlas,U.N.A.M. - Pumas,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Necaxa,Lobos Buap,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Club America,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Monterrey,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Toluca,Guadalajara Chivas,,,2.0,2.0,1.0,1.0,2.0,2.0
Santos Laguna,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Puebla,Veracruz,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Monarcas,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Lobos Buap,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Leon,Club Queretaro,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Tigres UANL,Toluca,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club America,Monterrey,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Guadalajara Chivas,Santos Laguna,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Tijuana,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
Veracruz,Guadalajara Chivas,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Cruz Azul,Leon,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Pachuca,Lobos Buap,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Necaxa,Puebla,,,2.0,2.0,0.0,1.0,2.0,2.0
Club Queretaro,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0
Toluca,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Santos Laguna,Tigres UANL,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Monarcas,Pachuca,,,1.0,1.0,1.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Club Queretaro,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Puebla,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Guadalajara Chivas,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Cruz Azul,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Leon,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Tigres UANL,Veracruz,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Lobos Buap,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Tijuana,Santos Laguna,,,2.0,2.0,0.0,0.0,2.0,2.0
Pachuca,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,Monarcas,,,2.0,2.0,2.0,1.0,2.0,2.0
Club Queretaro,Lobos Buap,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Toluca,Leon,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Monarcas,Club Queretaro,False,True,1.0,4.0,0.0,1.0,1.0,4.0
Puebla,Monterrey,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Cruz Azul,Veracruz,True,False,4.0,1.0,1.0,0.0,4.0,1.0
Leon,U.N.A.M. - Pumas,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Tigres UANL,Atlas,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Guadalajara Chivas,Pachuca,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Toluca,Santos Laguna,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Lobos Buap,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Veracruz,Toluca,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Club Queretaro,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Monarcas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Necaxa,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Guadalajara Chivas,False,True,2.0,4.0,0.0,1.0,2.0,4.0
U.N.A.M. - Pumas,Lobos Buap,True,False,4.0,2.0,1.0,0.0,4.0,2.0
Santos Laguna,Leon,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Atlas,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monarcas,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,Club America,False,True,2.0,3.0,1.0,2.0,2.0,3.0
Toluca,Necaxa,True,False,3.0,2.0,0.0,1.0,3.0,2.0
Leon,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Cruz Azul,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Tijuana,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Veracruz,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0
Veracruz,Leon,False,True,0.0,4.0,0.0,1.0,0.0,4.0
Atlas,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Pachuca,Cruz Azul,True,False,3.0,1.0,3.0,1.0,3.0,1.0
Necaxa,Santos Laguna,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monterrey,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0
U.N.A.M. - Pumas,Puebla,,,2.0,2.0,2.0,0.0,2.0,2.0
Lobos Buap,Monarcas,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Club America,Guadalajara Chivas,,,1.0,1.0,0.0,0.0,1.0,1.0
Santos Laguna,Atlas,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Veracruz,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Tigres UANL,Club America,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Guadalajara Chivas,U.N.A.M. - Pumas,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Toluca,Pachuca,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Puebla,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0
Atlas,Veracruz,True,False,4.0,3.0,2.0,2.0,4.0,3.0
Club Queretaro,Cruz Azul,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Pachuca,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Monterrey,Toluca,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Lobos Buap,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Tigres UANL,,,3.0,3.0,2.0,2.0,3.0,3.0
Monarcas,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Pachuca,False,True,2.0,3.0,0.0,1.0,2.0,3.0
Necaxa,Atlas,,,2.0,2.0,0.0,1.0,2.0,2.0
Tigres UANL,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0
Guadalajara Chivas,Monarcas,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club Tijuana,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Toluca,Club Queretaro,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Leon,Puebla,False,True,0.0,4.0,0.0,2.0,0.0,4.0
Monarcas,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Puebla,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0
Pachuca,Necaxa,True,False,6.0,2.0,3.0,0.0,6.0,2.0
Monterrey,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Lobos Buap,Club Tijuana,True,False,3.0,1.0,1.0,0.0,3.0,1.0
U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Queretaro,Santos Laguna,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0
Veracruz,Club Queretaro,,,2.0,2.0,2.0,0.0,2.0,2.0
Atlas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Lobos Buap,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Leon,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Puebla,True,False,6.0,1.0,4.0,1.0,6.0,1.0
Club Tijuana,Monarcas,False,True,2.0,3.0,0.0,1.0,2.0,3.0
Toluca,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monarcas,Cruz Azul,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Puebla,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Queretaro,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Pachuca,Leon,,,1.0,1.0,1.0,1.0,1.0,1.0
Club America,Veracruz,True,False,4.0,1.0,3.0,1.0,4.0,1.0
Guadalajara Chivas,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Atlas,True,False,3.0,1.0,1.0,0.0,3.0,1.0
U.N.A.M. - Pumas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Lobos Buap,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Tijuana,Leon,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Leon,Club Tijuana,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Necaxa,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monterrey,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club America,Cruz Azul,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Cruz Azul,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Club America,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Tigres UANL,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monterrey,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Leon,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Tigres UANL,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0
Guadalajara Chivas,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Guadalajara Chivas,Toluca,,,1.0,1.0,1.0,0.0,1.0,1.0
Tigres UANL,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Club Tijuana,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Tigres UANL,Monterrey,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Santos Laguna,Toluca,False,True,1.0,4.0,0.0,1.0,1.0,4.0
Toluca,Santos Laguna,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Monarcas,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Tijuana,Monarcas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Guadalajara Chivas,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club America,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Tigres UANL,Club America,True,False,1.0,1.0,0.0,0.0,0.0,0.0
Leon,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club America,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Leon,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Club Tijuana,Leon,True,False,3.0,2.0,3.0,0.0,3.0,2.0
U.N.A.M. - Pumas,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0
Tigres UANL,U.N.A.M. - Pumas,True,False,5.0,0.0,2.0,0.0,5.0,0.0
Necaxa,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club America,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0
Veracruz,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Tigres UANL,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0
Monarcas,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Pachuca,False,True,2.0,4.0,2.0,2.0,2.0,4.0
Guadalajara Chivas,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Toluca,Atlas,True,False,4.0,1.0,1.0,1.0,4.0,1.0
Puebla,Monterrey,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Jaguares de Chiapas,Club America,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club Tijuana,Puebla,True,False,6.0,2.0,2.0,1.0,6.0,2.0
Club Queretaro,Monarcas,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0
Pachuca,Jaguares de Chiapas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
U.N.A.M. - Pumas,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Toluca,Club America,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Santos Laguna,Veracruz,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Veracruz,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Cruz Azul,Monterrey,,,2.0,2.0,0.0,2.0,2.0,2.0
Tigres UANL,Club America,True,False,4.0,2.0,2.0,1.0,4.0,2.0
Leon,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Necaxa,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Guadalajara Chivas,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Toluca,Jaguares de Chiapas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Queretaro,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atlas,Monarcas,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Monterrey,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Necaxa,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Jaguares de Chiapas,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Jaguares de Chiapas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Cruz Azul,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0
Monarcas,Club America,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Leon,Club Tijuana,False,True,2.0,4.0,1.0,2.0,2.0,4.0
U.N.A.M. - Pumas,Pachuca,,,1.0,1.0,1.0,0.0,1.0,1.0
Club Tijuana,Necaxa,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Club Queretaro,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Monterrey,U.N.A.M. - Pumas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Pachuca,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club America,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Jaguares de Chiapas,Monarcas,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Santos Laguna,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0
Veracruz,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0
Monterrey,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monarcas,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Leon,Santos Laguna,,,2.0,2.0,1.0,2.0,2.0,2.0
Necaxa,Club Queretaro,False,True,1.0,4.0,1.0,2.0,1.0,4.0
Guadalajara Chivas,Club America,True,False,1.0,0.0,1.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Club Tijuana,,,3.0,3.0,0.0,1.0,3.0,3.0
Puebla,Jaguares de Chiapas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club Tijuana,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,U.N.A.M. - Pumas,True,False,4.0,3.0,2.0,1.0,4.0,3.0
Tigres UANL,Monarcas,,,1.0,1.0,0.0,1.0,1.0,1.0
Atlas,Leon,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Pachuca,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Toluca,Puebla,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Jaguares de Chiapas,Guadalajara Chivas,True,False,4.0,3.0,0.0,2.0,4.0,3.0
Santos Laguna,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0
Cruz Azul,Jaguares de Chiapas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Monterrey,Club Queretaro,True,False,4.0,1.0,1.0,1.0,4.0,1.0
Leon,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0
Necaxa,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Santos Laguna,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Puebla,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Jaguares de Chiapas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0
Veracruz,Puebla,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Tigres UANL,Guadalajara Chivas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club Queretaro,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Monterrey,,,2.0,2.0,2.0,1.0,2.0,2.0
Club America,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Monarcas,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0
Toluca,Cruz Azul,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Club Tijuana,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Cruz Azul,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Queretaro,Pachuca,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Monterrey,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Toluca,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Necaxa,Jaguares de Chiapas,,,2.0,2.0,1.0,0.0,2.0,2.0
Guadalajara Chivas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Club America,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Puebla,Monarcas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Veracruz,Cruz Azul,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Jaguares de Chiapas,U.N.A.M. - Pumas,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Atlas,Club Tijuana,,,3.0,3.0,2.0,2.0,3.0,3.0
Tigres UANL,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monarcas,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Toluca,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Monarcas,,,1.0,1.0,1.0,0.0,1.0,1.0
Club Queretaro,Atlas,False,True,1.0,4.0,0.0,2.0,1.0,4.0
Monterrey,Jaguares de Chiapas,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Leon,Veracruz,True,False,4.0,0.0,0.0,0.0,4.0,0.0
Necaxa,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0
Guadalajara Chivas,Puebla,True,False,3.0,2.0,0.0,2.0,3.0,2.0
U.N.A.M. - Pumas,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Jaguares de Chiapas,Club Tijuana,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Veracruz,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monarcas,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Tigres UANL,U.N.A.M. - Pumas,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Club America,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0
Puebla,Cruz Azul,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club Tijuana,Toluca,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club Queretaro,Jaguares de Chiapas,,,2.0,2.0,1.0,0.0,2.0,2.0
Monterrey,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atlas,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Leon,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Monarcas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
U.N.A.M. - Pumas,Veracruz,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Santos Laguna,Club America,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Veracruz,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Jaguares de Chiapas,Santos Laguna,,,2.0,2.0,1.0,0.0,2.0,2.0
Tigres UANL,Club Tijuana,True,False,3.0,0.0,3.0,0.0,3.0,0.0
Monarcas,U.N.A.M. - Pumas,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Pachuca,Cruz Azul,,,2.0,2.0,0.0,0.0,2.0,2.0
Guadalajara Chivas,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0
Club America,Atlas,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Toluca,Club Queretaro,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club Queretaro,Tigres UANL,False,True,1.0,5.0,0.0,2.0,1.0,5.0
Leon,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Tijuana,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Monterrey,Monarcas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Atlas,Jaguares de Chiapas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club America,Pachuca,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Necaxa,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Toluca,,,2.0,2.0,0.0,2.0,2.0,2.0
Club Queretaro,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Monterrey,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0
Atlas,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0
Pachuca,Leon,True,False,5.0,1.0,2.0,1.0,5.0,1.0
Club America,Jaguares de Chiapas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Veracruz,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Jaguares de Chiapas,Pachuca,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Cruz Azul,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Tigres UANL,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Monarcas,Club Queretaro,,,2.0,2.0,1.0,0.0,2.0,2.0
Leon,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Toluca,True,False,3.0,1.0,1.0,1.0,3.0,1.0
